order_id	purchase_date	category	state	city	product_price	freight	total_item_value	delivery_status	delivery_turnaround_days	rating	customer_segment
001021efaa8636c29475e7734483457d	2018-02-27	Fashion Bags Accessories	PR	Ivaipora	49.0	15.1	64.1	On-Time	9.4	4	Promising Recent
0010b2e5201cc5f1ae7e9c6cc8f5bd00	2017-09-11	Cool Stuff	RJ	Rio De Janeiro	48.9	16.6	65.5	On-Time	11.8	5	Lost / Hibernating
00119ff934e539cf26f92b9ef0cdfed8	2017-08-06	Sports Leisure	RJ	Nova Iguacu	219.9	16.98	236.88	On-Time	10.7	5	Lost / Hibernating
0011d82c4b53e22e84023405fb467e57	2018-01-16	Luggage Accessories	SP	Sao Paulo	289.0	26.33	315.33	On-Time	10.0	4	About To Sleep
00125cb692d04887809806618a2a145f	2017-03-23	Furniture Decor	GO	Anapolis	109.9	25.51	135.41	On-Time	15.1	5	Lost / Hibernating
00130c0eee84a3d909e75bc08c5c3ca1	2018-06-11	Food	SP	Sao Bernardo Do Campo	27.9	7.94	35.84	On-Time	1.8	5	New Customers
0013503b13da1eac686219390b7d641b	2017-12-05	Furniture Decor	SP	Osasco	119.9	17.32	137.22	On-Time	15.0	5	About To Sleep
00137e170939bba5a3134e2386413108	2017-11-24	Agro Industry And Commerce	RJ	Rio De Janeiro	397.0	24.65	421.65	On-Time	17.1	4	About To Sleep
001427c0ec99cf8af737bd88e92fd444	2018-04-07	Furniture Decor	MG	Ituiutaba	59.9	23.35	83.25	On-Time	18.2	2	Promising Recent
00143d0f86d6fbd9f9b38ab440ac16f5	2017-10-16	Sports Leisure	GO	Goiania	21.33	15.1	36.43	On-Time	11.1	4	About To Sleep
00143d0f86d6fbd9f9b38ab440ac16f5	2017-10-16	Sports Leisure	GO	Goiania	21.33	15.1	36.43	On-Time	11.1	4	About To Sleep
00143d0f86d6fbd9f9b38ab440ac16f5	2017-10-16	Sports Leisure	GO	Goiania	21.33	15.1	36.43	On-Time	11.1	4	About To Sleep
0014ae671de39511f7575066200733b7	2017-05-22	Telephony	PR	Pinhais	16.5	14.1	30.6	On-Time	16.0	5	Lost / Hibernating
0015ebb40fb17286bea51d4607c4733c	2018-01-14	Electronics	PR	Pato Bragado	21.9	15.1	37.0	On-Time	18.5	5	About To Sleep
00169e31ef4b29deaae414f9a5e95929	2018-01-16	Bed Bath Table	RJ	Rio De Janeiro	39.0	16.11	55.11	On-Time	7.5	1	About To Sleep
0016dfedd97fc2950e388d2971d718c7	2017-04-28	Garden Tools	BA	Canavieiras	49.75	20.8	70.55	On-Time	23.9	5	Lost / Hibernating
0017afd5076e074a48f1f1a4c7bac9c5	2017-04-06	Computers Accessories	AL	Campo Alegre	809.1	44.29	853.39	Delayed	46.4	1	Customers Needing Attention
001862358bf858722e1e2ae000cfed8b	2018-02-06	Cool Stuff	SP	Cunha	99.99	13.72	113.71	On-Time	9.2	5	Potential Loyalists
0019c29108428acffd089c36103c9440	2018-03-06	Furniture Decor	MG	Monte Siao	59.9	19.95	79.85	On-Time	10.7	5	Promising Recent
001ab0a7578dd66cd4b0a71f5b6e1e41	2017-12-27	Electronics	BA	Salvador	24.89	17.63	42.52	On-Time	21.8	4	About To Sleep
001ab0a7578dd66cd4b0a71f5b6e1e41	2017-12-27	Electronics	BA	Salvador	24.89	17.63	42.52	On-Time	21.8	4	About To Sleep
001ab0a7578dd66cd4b0a71f5b6e1e41	2017-12-27	Electronics	BA	Salvador	24.89	17.63	42.52	On-Time	21.8	4	About To Sleep
001ac194d4a326a6fa99b581e9a3d963	2018-07-04	Construction Tools Construction	SP	Cubatao	54.0	8.54	62.54	On-Time	8.3	5	New Customers
001b76dd48a5b1eee3e87778daa40df8	2018-03-26	Computers Accessories	SP	Santa Salete	81.99	13.01	95.0	On-Time	11.0	5	Promising Recent
001c85b5f68d2be0cb0797afc9e8ce9a	2017-11-24	Bed Bath Table	SP	Sao Paulo	99.0	13.71	112.71	Delayed	28.0	2	About To Sleep
001d8f0e34a38c37f7dba2a37d4eba8b	2017-05-14	Health Beauty	SP	Sao Paulo	18.99	7.78	26.77	Delayed	11.8	1	Lost / Hibernating
001d8f0e34a38c37f7dba2a37d4eba8b	2017-05-14	Health Beauty	SP	Sao Paulo	18.99	7.78	26.77	Delayed	11.8	1	Lost / Hibernating
001daeb0eddc45b999bad0801ad9d273	2017-05-17	Pet Shop	BA	Itapicuru	38.33	16.79	55.12	On-Time	21.7	5	Lost / Hibernating
001dbc16dc51075e987543d23a0507c7	2017-01-28	Bed Bath Table	MG	Santos Dumont	69.9	18.0	87.9	On-Time	16.0	5	Lost / Hibernating
001e7ba991be1b19605ca0316e7130f9	2017-03-18	Computers Accessories	MS	Campo Grande	195.0	18.21	213.21	On-Time	10.1	5	Lost / Hibernating
001e7cf2ad6bef3ade12ebc56ceaf0f3	2018-05-19	Health Beauty	MG	Coromandel	35.9	15.2	51.1	On-Time	16.3	1	New Customers
0020262c8a370bd5a174ea6a2a267321	2017-11-28	Furniture Decor	PR	Guaratuba	79.5	21.05	100.55	On-Time	4.1	4	About To Sleep
0020a222f55eb79a372d0efee3cca688	2017-08-15	Furniture Decor	RJ	Volta Redonda	29.99	15.1	45.09	On-Time	9.7	5	Customers Needing Attention
002175704e8b209f61b9ad5cfd92b60e	2018-04-22	Audio	SP	Araraquara	109.9	13.21	123.11	On-Time	10.4	4	Potential Loyalists
00229e4e43f7a7e0b9dd819ad43268d3	2018-03-31	Sports Leisure	SP	Sao Bernardo Do Campo	74.9	16.49	91.39	On-Time	5.1	5	Promising Recent
0025081dcf9330f9a5052ae82c6ce396	2018-03-27	Books Technical	MG	Governador Valadares	14.95	18.23	33.18	On-Time	9.3	5	Promising Recent
00254baeb6c932b0a8aeead91fbd02b5	2018-05-08	Baby	CE	Fortaleza	149.9	43.11	193.01	On-Time	21.9	5	Potential Loyalists
00259a44fcad3fc0474329e925d14fc3	2017-12-27	Computers Accessories	MG	Belo Horizonte	19.99	14.1	34.09	On-Time	7.8	4	About To Sleep
0025c5d1a8ca53a240ec2634bb4492ea	2018-07-08	Sports Leisure	CE	Amanari	390.0	29.39	419.39	On-Time	23.1	5	Potential Loyalists
002611a77fe03d076285fd4ca95db77c	2018-02-27	Computers Accessories	DF	Brasilia	135.0	21.75	156.75	On-Time	23.1	4	Potential Loyalists
002691433f09002ac9ca0c4e8dbb8ead	2017-02-02	Telephony	RS	Porto Alegre	104.0	16.43	120.43	On-Time	4.7	5	Lost / Hibernating
0026a368634b6e6f34f33b1499773a30	2017-10-27	Cool Stuff	SP	Sao Paulo	149.0	15.8	164.8	On-Time	11.0	4	About To Sleep
00275bce676303c3bfd7292aefdfa223	2017-11-24	Telephony	SP	Sao Paulo	279.9	13.46	293.36	On-Time	9.9	5	About To Sleep
00276d5c3491fbf55305e26891040df9	2018-02-13	Furniture Decor	PR	Cambe	44.9	23.22	68.12	On-Time	31.3	4	Promising Recent
002834535f7a609a5c68266f173fa59e	2018-07-23	Telephony	PE	Recife	37.99	19.18	57.17	On-Time	18.3	5	New Customers
0028de0ca693a1bb26448916a81105cc	2018-08-15	Construction Tools Lights	RS	Canoas	29.99	15.31	45.3	On-Time	13.2	4	New Customers
002955b0acc63d04f6724a31967e82bd	2017-12-18	Perfumery	MG	Manhuacu	120.0	15.59	135.59	On-Time	8.2	5	About To Sleep
0029c5db35ef291ce99d1262012e7daa	2018-08-25	Health Beauty	SP	Guarulhos	492.75	21.62	514.37	On-Time	5.8	4	Potential Loyalists
0029f17cf0e7640c5cb6825af681303f	2018-05-02	Toys	PR	Umuarama	94.9	18.54	113.44	On-Time	8.5	5	Potential Loyalists
002af7fa9eb99d1456bceb6a13d6fc0b	2018-02-18	Furniture Decor	SC	Sao Bento Do Sul	88.34	21.11	109.45	On-Time	22.0	4	Potential Loyalists
002b430ff89b3a24c31a1170acbbedea	2017-06-20	Cool Stuff	MG	Ituiutaba	199.99	65.56	265.55	On-Time	8.7	5	Lost / Hibernating
002b4e6fa42cd4a22cc86abc18fe9c05	2018-03-11	Stationery	SP	Sao Paulo	99.9	19.67	119.57	On-Time	8.5	5	Potential Loyalists
002c9def9c9b951b1bec6d50753c9891	2018-05-14	Housewares	SP	Sao Paulo	78.0	8.9	86.9	On-Time	3.9	4	Potential Loyalists
002c9def9c9b951b1bec6d50753c9891	2018-05-14	Housewares	SP	Sao Paulo	78.0	8.9	86.9	On-Time	3.9	4	Potential Loyalists
002d040018d12a3853c059f7f23ab5b1	2017-11-19	Perfumery	PR	Pinhais	155.0	14.84	169.84	On-Time	8.0	3	About To Sleep
002f16b7bc4530031b7d90f791b12d8a	2018-07-02	Furniture Decor	SP	Sao Paulo	249.9	34.23	284.13	On-Time	4.1	5	Potential Loyalists
002f19a65a2ddd70a090297872e6d64e	2018-03-21	Bed Bath Table	BA	Camacari	53.98	23.31	77.29	On-Time		3	Promising Recent
002f98c0f7efd42638ed6100ca699b42	2017-08-04	Consoles Games	RS	Porto Alegre	8.99	32.57	41.56	On-Time	3.4	5	Lost / Hibernating
002f98c0f7efd42638ed6100ca699b42	2017-08-04	Toys	RS	Porto Alegre	44.9	7.16	52.06	On-Time	3.4	5	Lost / Hibernating
0030d783f979fbc5981e75613b057344	2017-11-24	Housewares	RJ	Rio De Janeiro	60.6	17.67	78.27	Delayed	42.2	1	About To Sleep
0030ff924c38549807645976adeef2c0	2018-03-25	Baby	MG	Belo Horizonte	225.0	67.24	292.24	On-Time	21.9	5	Potential Loyalists
00310b0c75bb13015ec4d82d341865a4	2018-08-15	Housewares	MG	Belo Horizonte	39.9	15.38	55.28	On-Time		1	New Customers
00324b3eda39ba5ecce3945823e3594c	2018-04-10	Industry Commerce And Business	PR	Toledo	76.0	34.07	110.07	Delayed	23.8	5	Potential Loyalists
0032d07457ae9c806c79368d7d9ce96b	2018-03-10	Housewares	RJ	Rio De Janeiro	159.0	27.19	186.19	Delayed	50.1	1	Potential Loyalists
003324c70b19a16798817b2b3640e721	2017-05-18	Luggage Accessories	MG	Diamantina	102.9	14.45	117.35	On-Time	11.5	1	Lost / Hibernating
003324c70b19a16798817b2b3640e721	2017-05-18	Luggage Accessories	MG	Diamantina	102.9	14.45	117.35	On-Time	11.5	1	Lost / Hibernating
00335b686d693c7d72deeb12f8e89227	2017-07-17	Toys	ES	Vila Velha	63.9	16.89	80.79	Delayed	57.0	4	Lost / Hibernating
00335f75ea6a4455b524a8dd177067f5	2018-04-25	Pet Shop	RJ	Rio De Janeiro	168.8	8.21	177.01	On-Time	8.0	5	Potential Loyalists
00337fe25a3780b3424d9ad7c5a4b35e	2017-09-25	Bed Bath Table	SP	Sao Paulo	59.9	9.94	69.84	On-Time	2.0	5	About To Sleep
00337fe25a3780b3424d9ad7c5a4b35e	2017-09-25	Bed Bath Table	SP	Sao Paulo	59.9	9.94	69.84	On-Time	2.0	5	About To Sleep
003423b755b562962a6225a8de40d12e	2018-07-08	Garden Tools	BA	Medeiros Neto	232.75	28.58	261.33	On-Time	16.4	3	Potential Loyalists
00345f338696283410b7977d2e3efc89	2018-08-20	Health Beauty	SP	Mogi-Guacu	48.9	18.44	67.34	On-Time	10.4	5	New Customers
0035246a40f520710769010f752e7507	2017-08-17	Bed Bath Table	SP	Sao Paulo	87.0	12.11	99.11	On-Time	11.8	5	At Risk
0035246a40f520710769010f752e7507	2017-08-17	Bed Bath Table	SP	Sao Paulo	87.0	12.11	99.11	On-Time	11.8	5	At Risk
0035c0b07126fe9c24a325216fb96064	2017-11-24	Cool Stuff	SP	Campinas	131.9	18.54	150.44	On-Time	13.7	4	About To Sleep
0035e6b7ade84b3f5b86bd49814793df	2018-02-21	Furniture Decor	SP	Sao Paulo	19.9	14.1	34.0	On-Time	5.6	5	Promising Recent
0036757472ece3dde52fd4bfd929c90e	2018-07-19	Office Furniture	SP	Bauru	136.99	66.04	203.03	On-Time	21.0	2	Potential Loyalists
0036887767dea4bd43b1a88cd0d9477a	2017-10-13	Toys	MG	Belo Horizonte	399.99	23.64	423.63	On-Time	10.8	5	About To Sleep
00378c6c981f234634c0b9d6128df6dd	2018-02-02	Sports Leisure	SP	Sao Paulo	41.0	11.85	52.85	Delayed	24.1	4	Promising Recent
003822434f91204da0a51fe4cf2aba18	2018-06-13	Perfumery	RJ	Rio De Janeiro	69.0	18.58	87.58	On-Time	6.0	5	Potential Loyalists
003822434f91204da0a51fe4cf2aba18	2018-06-13	Perfumery	RJ	Rio De Janeiro	69.0	18.58	87.58	On-Time	6.0	5	Potential Loyalists
0039500db36d50d7d0bfaf23723550f3	2018-07-06	Sports Leisure	AL	Maceio	169.9	33.33	203.23	On-Time	14.6	5	Potential Loyalists
003a7f59d7e08a9c61d9e2881fe6459c	2018-08-19	Housewares	DF	Brasilia	119.0	15.28	134.28	On-Time	8.4	5	Champions
003a94f778ef8cfd50247c8c1b582257	2018-08-03	Construction Tools Construction	MS	Campo Grande	39.9	18.08	57.98	Delayed	20.4	1	New Customers
003cc6161d7a2593f2525cce0c330d32	2018-08-03	Housewares	SP	Sao Paulo	85.0	12.9	97.9	On-Time	3.7	5	New Customers
003d0634280ff3d1d3a54459349a6899	2018-03-17	Computers Accessories	SP	Barueri	220.0	8.89	228.89	On-Time	10.2	3	Potential Loyalists
003d804eef0e1b856881cd18e0cc0d4c	2017-11-17	Watches Gifts	MA	Imperatriz	277.0	35.74	312.74	Delayed	54.2	4	About To Sleep
003d9fc84ad902adf2265248b5ffe1a4	2018-08-19	Health Beauty	SP	Sao Paulo	66.99	27.75	94.74	On-Time	7.9	4	New Customers
003edccf16bc5ec447f592913b3df2b4	2018-07-07	Telephony	MA	Vitoria Do Mearim	14.0	50.85	64.85	On-Time	26.6	5	New Customers
003f201cdd39cdd59b6447cff2195456	2018-02-21	Computers Accessories	RJ	Rio De Janeiro	85.0	17.03	102.03	Delayed	35.1	1	Potential Loyalists
003f201cdd39cdd59b6447cff2195456	2018-02-21	Computers Accessories	RJ	Rio De Janeiro	85.0	17.03	102.03	Delayed	35.1	1	Potential Loyalists
003f9bcc09427647c4b9d361a523545b	2018-02-06	Watches Gifts	SP	Ribeirao Pires	229.0	9.8	238.8	On-Time	2.3	5	Potential Loyalists
00404fa7a687c8c44ca69d42695aae73	2018-05-07	Watches Gifts	SP	Sao Paulo	99.9	0.0	99.9	On-Time	10.9	5	New Customers
0040a56893444cb56cba7cfe2225e34e	2018-01-22	Computers Accessories	BA	Salvador	84.9	34.39	119.29	On-Time	23.0	2	Potential Loyalists
004157daafa0bc8672e01f00e4f0c04f	2017-05-21	Furniture Decor	CE	Fortaleza	189.0	33.91	222.91	On-Time	12.1	5	Lost / Hibernating
00418a49a685c6bb60633291c3fab17a	2017-10-03	Watches Gifts	SP	Osasco	49.0	7.78	56.78	On-Time	2.0	1	About To Sleep
004345d16a1ab2c21962992c721c8643	2018-07-04	Housewares	GO	Aguas Lindas De Goias	37.9	15.37	53.27	On-Time	7.4	5	New Customers
0044c6f6d22dd280534344177c81b989	2018-05-18	Electronics	SP	Sao Paulo	179.93	16.14	196.07	On-Time	17.1	4	Potential Loyalists
0045e3085f083f0f38d24bb3f22e6593	2017-08-10	Health Beauty	SP	Sao Jose Dos Campos	116.9	13.84	130.74	On-Time	19.2	5	Lost / Hibernating
0045f5225a96ef46630701167528fdcb	2018-06-10	Auto	MG	Nova Serrana	94.9	15.51	110.41	On-Time	8.3	5	Potential Loyalists
0046176ff0dbc2a178b7885355dfbb71	2018-05-29	Consoles Games	MG	Nova Lima	121.99	15.73	137.72	On-Time	6.0	5	Potential Loyalists
0046e1d57f4c07c8c92ab26be8c3dfc0	2017-09-26	Unknown	SP	Sao Paulo	7.79	7.78	15.57	On-Time	3.1	5	About To Sleep
00471463a6106056c1a2a809f70de640	2017-09-21	Furniture Decor	DF	Brasilia	179.99	85.97	265.96	On-Time	20.6	5	About To Sleep
00482f2670787292280e0a8153d82467	2017-02-13	Unknown	MG	Juiz De Fora	7.6	10.96	18.56	On-Time	1.8	5	Lost / Hibernating
0049edf42837aa808e03552a62bd2158	2017-12-30	Garden Tools	RJ	Rio De Janeiro	49.9	17.6	67.5	On-Time	31.4	1	About To Sleep
004b62108b876867938746ad3154167f	2018-07-04	Health Beauty	SP	Sao Paulo	110.32	8.03	118.35	On-Time	8.3	5	Potential Loyalists
004ba47bb589cdbc485e6025bd6d3c81	2017-12-25	Telephony	SP	Santa Fe Do Sul	49.0	11.85	60.85	On-Time	4.0	5	About To Sleep
004ca5ae248069d68e8594df8abf6ce0	2018-06-06	Perfumery	PA	Belem	159.9	61.18	221.08	On-Time	9.2	5	Potential Loyalists
004d76fef3dd46eb4f70da049c8d1f93	2017-12-20	Stationery	SP	Matao	120.0	27.39	147.39	On-Time	6.6	5	About To Sleep
004eab0fd8f28adaf8d488976f77febe	2017-08-02	Sports Leisure	RJ	Rio De Janeiro	21.5	11.98	33.48	On-Time	1.1	5	Lost / Hibernating
004f5d8f238e8908e6864b874eda3391	2018-02-27	Unknown	MS	Corumba	122.99	15.61	138.6	Delayed	23.5	3	Potential Loyalists
004fb11815bc03b01b20a614eef69d14	2017-11-25	Cool Stuff	BA	Bom Jesus Da Lapa	72.99	19.75	92.74	On-Time	21.0	5	About To Sleep
004fb5e6f90a178dc74ad2b016649249	2017-06-11	Cool Stuff	SP	Ourinhos	129.99	13.93	143.92	On-Time	5.3	5	Lost / Hibernating
005059edee63c8c708ba61910793b31b	2018-02-05	Bed Bath Table	RJ	Porto Real	92.0	17.89	109.89	On-Time	14.1	3	Potential Loyalists
005059edee63c8c708ba61910793b31b	2018-02-05	Bed Bath Table	RJ	Porto Real	92.0	17.89	109.89	On-Time	14.1	3	Potential Loyalists
00526a9d4ebde463baee25f386963ddc	2018-08-07	Food	SP	Ferraz De Vasconcelos	33.89	8.4	42.29	Delayed	8.9	1	Potential Loyalists
00526a9d4ebde463baee25f386963ddc	2018-08-07	Food	SP	Ferraz De Vasconcelos	33.89	8.4	42.29	Delayed	8.9	1	Potential Loyalists
00526a9d4ebde463baee25f386963ddc	2018-08-07	Food	SP	Ferraz De Vasconcelos	33.89	8.4	42.29	Delayed	8.9	1	Potential Loyalists
00526a9d4ebde463baee25f386963ddc	2018-08-07	Food	SP	Ferraz De Vasconcelos	33.89	8.4	42.29	Delayed	8.9	1	Potential Loyalists
0055b77cca3186676c147f532dd2547b	2018-02-19	Computers Accessories	RJ	Rio De Janeiro	149.0	40.37	189.37	On-Time	15.9	5	Potential Loyalists
0057199db02d1a5ef41bacbf41f8f63b	2018-01-18	Unknown	MT	Sinop	20.3	16.79	37.09	On-Time	19.1	4	About To Sleep
00571ded73b3c061925584feab0db425	2017-05-18	Perfumery	MG	Belo Horizonte	179.9	15.01	194.91	On-Time	11.5	5	Lost / Hibernating
00571ded73b3c061925584feab0db425	2017-05-18	Perfumery	MG	Belo Horizonte	179.9	15.01	194.91	On-Time	11.5	5	Lost / Hibernating
00584d79015452d19fd3d044ba3abdc0	2017-07-23	Telephony	SP	Sao Paulo	109.9	12.27	122.17	On-Time	3.0	5	Lost / Hibernating
00588f5f20fee630b83d4709e0a42715	2017-08-18	Telephony	PA	Ipixuna Do Para	89.0	25.9	114.9	On-Time	12.2	1	Lost / Hibernating
005997dca4c1fc45066d0a03d54a6469	2018-04-10	Health Beauty	SP	Praia Grande	120.0	13.75	133.75	On-Time	3.2	5	Potential Loyalists
005a1dded353107dbabf8ffc83a20365	2018-02-09	Watches Gifts	MG	Sete Lagoas	75.0	14.28	89.28	On-Time	21.2	5	Promising Recent
005b49de51a4e006055e8487a50ad8e4	2017-04-09	Computers Accessories	RS	Bage	46.86	14.52	61.38	On-Time	18.1	5	Lost / Hibernating
005cad6157eadc7f1f09917607f1704a	2017-04-15	Sports Leisure	SP	Sao Bernardo Do Campo	96.0	14.84	110.84	On-Time	17.9	5	Lost / Hibernating
005d9a5423d47281ac463a968b3936fb	2017-10-18	Toys	SP	Sao Jose Do Rio Pardo	49.99	18.12	68.11	On-Time	9.3	1	Loyal Customers
005d9a5423d47281ac463a968b3936fb	2017-10-18	Baby	SP	Sao Jose Do Rio Pardo	24.99	13.58	38.57	On-Time	9.3	1	Loyal Customers
005d9a5423d47281ac463a968b3936fb	2017-10-18	Baby	SP	Sao Jose Do Rio Pardo	24.99	13.58	38.57	On-Time	9.3	1	Loyal Customers
005e5166e99d1e4d0c4f808b0540ba94	2018-02-21	Computers Accessories	SC	Itajai	120.1	16.6	136.7	Delayed	34.4	3	Potential Loyalists
005f25968fc854ea16fb16f5bdbc87c7	2018-03-04	Sports Leisure	SP	Carapicuiba	69.9	16.25	86.15	On-Time	16.1	5	Promising Recent
00602f25bffa1dcfb71e202fbf9824fb	2017-11-01	Watches Gifts	PA	Belem	39.9	54.02	93.92	On-Time	26.1	5	About To Sleep
00611822267e76e0055c25c18506f06e	2018-07-26	Toys	GO	Goiania	159.9	20.31	180.21	On-Time	5.4	4	Potential Loyalists
006127b8b9a1681a982313ed7129c3c0	2018-03-08	Watches Gifts	SP	Sao Paulo	540.0	16.22	556.22	On-Time	12.3	5	Potential Loyalists
0064d74f7de7917d54768d7722ad56ac	2017-09-10	Cool Stuff	RJ	Niteroi	189.9	31.17	221.07	On-Time	3.8	5	Lost / Hibernating
006557c3221c1fcd02b0106343ab357b	2018-02-23	Home Appliances	SP	Sao Paulo	14.9	8.27	23.17	On-Time	7.1	5	Promising Recent
00664284de7a3470d22931ed78615ee4	2017-09-24	Kitchen Dining Laundry Garden Furniture	SP	Sao Paulo	43.9	11.85	55.75	On-Time	9.4	4	About To Sleep
0066a1fdaee16ad5022c5ef979d0b661	2018-06-10	Baby	RJ	Nilopolis	139.0	87.28	226.28	On-Time	5.8	5	Potential Loyalists
0067c6030d65af0ff98790158ddb0020	2018-04-27	Bed Bath Table	SP	Sao Paulo	40.35	13.71	54.06	On-Time	9.9	5	Promising Recent
0068468c453d28c8ef3fd089e50a5847	2017-11-24	Electronics	RJ	Nova Iguacu	469.0	20.85	489.85	On-Time	19.6	5	About To Sleep
00685d31ae12e47470ba5c18ba74f22c	2017-08-27	Furniture Decor	RS	Espumoso	59.0	16.17	75.17	Delayed	37.5	1	Champions
0068c109948b9a1dfb8530d1978acef3	2018-01-22	Air Conditioning	MT	Cuiaba	35.9	15.79	51.69	On-Time	17.0	1	Loyal Customers
0068c109948b9a1dfb8530d1978acef3	2018-01-22	Air Conditioning	MT	Cuiaba	35.9	15.79	51.69	On-Time	17.0	1	Loyal Customers
0068e836900867da359bd81db9227a33	2017-09-29	Sports Leisure	RS	Porto Alegre	96.99	16.44	113.43	On-Time	6.4	5	About To Sleep
0068fb0e223115e911d362627e8b8800	2018-07-18	Computers Accessories	SP	Sao Paulo	77.9	13.89	91.79	On-Time	7.4	5	New Customers
006c42f310102c1910b3c5793ce5fc34	2018-08-06	Toys	PR	Curitiba	229.99	20.8	250.79	On-Time	9.2	5	Potential Loyalists
006cb7cafc99b29548d4f412c7f9f493	2018-02-17	Unknown	DF	Brasilia	56.0	14.14	70.14	On-Time	8.0	5	Promising Recent
006cba07f62f921fe4f58365bde2b2eb	2017-08-14	Toys	SP	Itapura	69.99	11.99	81.98	On-Time	4.0	5	Lost / Hibernating
006dd93155bc2abd844cc5eed3a0fe7f	2017-12-02	Fashion Bags Accessories	SP	Sao Paulo	49.9	7.78	57.68	On-Time	5.8	5	About To Sleep
006df90050498994d670b40da4651d22	2018-08-13	Sports Leisure	SP	Sao Paulo	14.0	7.39	21.39	On-Time	2.3	5	New Customers
006e05e81c068ddc38e48ebe189b922e	2017-12-27	Watches Gifts	MG	Santa Luzia	29.0	14.1	43.1	On-Time	6.6	4	About To Sleep
006e43460a55bc60c0a437521e426529	2017-05-11	Garden Tools	SP	Guaruja	99.0	43.06	142.06	On-Time	8.4	5	Lost / Hibernating
006e91ddb0674525f84ce0da0655c7ba	2018-04-10	Home Confort	SP	Sao Paulo	499.0	30.35	529.35	On-Time	5.9	4	Potential Loyalists
006f7dfffe2d90809598e8f1972b829b	2018-03-22	Health Beauty	SP	Serrana	39.85	12.79	52.64	On-Time	13.9	2	Promising Recent
