geolocation_zip_code_prefix,latitude,longitude,city,state,location_key
1214,-23.539690634196997,-46.6462616555486,Sao Paulo,SP,106
1215,-23.53610606771887,-46.64768840536092,Sao Paulo,SP,107
1216,-23.533621731894478,-46.64767750916093,Sao Paulo,SP,108
1217,-23.533271512767612,-46.64940663613022,Sao Paulo,SP,109
1218,-23.53151235913791,-46.64923040487045,Sao Paulo,SP,110
1219,-23.541467521784305,-46.64533737490615,Sao Paulo,SP,111
1220,-23.544387199001655,-46.646171140169606,Sao Paulo,SP,112
1221,-23.545862025535225,-46.64865339647412,Sao Paulo,SP,113
1222,-23.54549460399061,-46.650239412718506,Sao Paulo,SP,114
1223,-23.54385853621104,-46.64825318186277,Sao Paulo,SP,115
1224,-23.541700665229538,-46.65257086372554,Sao Paulo,SP,116
1225,-23.539683583126543,-46.649154719401,Sao Paulo,SP,117
1226,-23.53796433221771,-46.6524429245354,Sao Paulo,SP,118
1227,-23.54785986816893,-46.658684483755614,Sao Paulo,SP,119
1228,-23.548027863876406,-46.65885543640624,Sao Paulo,SP,120
1229,-23.539113681372296,-46.65672261893353,Sao Paulo,SP,121
1230,-23.536610638496157,-46.65758461809682,Sao Paulo,SP,122
1231,-23.537368424923542,-46.6596418411045,Sao Paulo,SP,123
1232,-23.53676737440136,-46.65894785581968,Sao Paulo,SP,124
1233,-23.53508762170351,-46.66150428628315,Sao Paulo,SP,125
1234,-23.539587979497195,-46.664315262132895,Sao Paulo,SP,126
1235,-23.53696646891052,-46.66424678602334,Sao Paulo,SP,127
1236,-23.543693004717525,-46.66730969373587,Sao Paulo,SP,128
1237,-23.54343710740668,-46.66857970266179,Sao Paulo,SP,129
1238,-23.542944348058064,-46.65326703830284,Sao Paulo,SP,130
1239,-23.54716236816894,-46.65543934860632,Sao Paulo,SP,131
1240,-23.543513068267124,-46.658854865658775,Sao Paulo,SP,132
1241,-23.54561360866176,-46.6571419730798,Sao Paulo,SP,133
1242,-23.54677167554392,-46.65749567638062,Sao Paulo,SP,134
1243,-23.548283805860088,-46.6593134403312,Sao Paulo,SP,135
1244,-23.54997038412488,-46.660711431588645,Sao Paulo,SP,136
1245,-23.54929680904841,-46.66409038190318,Sao Paulo,SP,137
1246,-23.554528835160557,-46.6664913126551,Sao Paulo,SP,138
1247,-23.550644849847075,-46.66920043865777,Sao Paulo,SP,139
1248,-23.547336999163274,-46.66800983458364,Sao Paulo,SP,140
1249,-23.548348576879796,-46.67079893852787,Sao Paulo,SP,141
1250,-23.54775479265979,-46.67201761547111,Sao Paulo,SP,142
1251,-23.547933502914184,-46.674594927145236,Sao Paulo,SP,143
1252,-23.541830575220686,-46.67913146606285,Sao Paulo,SP,144
1253,-23.544687097350565,-46.67914691801201,Sao Paulo,SP,145
1254,-23.542531082982304,-46.68191419135562,Sao Paulo,SP,146
1255,-23.546313293640743,-46.68140007144644,Sao Paulo,SP,147
1256,-23.548154323330905,-46.68272870337296,São Paulo,SP,148
1257,-23.54361420483005,-46.68766584999129,Sao Paulo,SP,149
1258,-23.544731000836723,-46.68676936635128,Sao Paulo,SP,150
1259,-23.54150682209015,-46.685164012767615,Sao Paulo,SP,151
1262,-23.550856391462712,-46.67735184892536,Sao Paulo,SP,152
1290,-23.54096134139296,-46.657748702752585,São Paulo,SP,153
1301,-23.54892611157596,-46.65182114501704,Sao Paulo,SP,154
1302,-23.547802863696884,-46.64783924999999,Sao Paulo,SP,155
1303,-23.54919071579432,-46.64818240521669,Sao Paulo,SP,156
1304,-23.55409477837729,-46.656003407510504,Sao Paulo,SP,157
1305,-23.55168936303304,-46.65138434110452,Sao Paulo,SP,158
1306,-23.553932290870787,-46.64978128795658,Sao Paulo,SP,159
1307,-23.5528355903399,-46.65316948972822,Sao Paulo,SP,160
1308,-23.555909891482465,-46.65324841993188,Sao Paulo,SP,161
1309,-23.554620524006012,-46.65850520621502,Sao Paulo,SP,162
1310,-23.561264556754605,-46.6565542389636,Sao Paulo,SP,163
1311,-23.56471213211952,-46.65274077352985,Sao Paulo,SP,164
1312,-23.556049111529205,-46.64974666729382,Sao Paulo,SP,165
1313,-23.556815612833606,-46.65074498528482,Sao Paulo,SP,166
1314,-23.551730864822066,-46.6451120738357,Sao Paulo,SP,167
1315,-23.554264840412014,-46.640592583242125,Sao Paulo,SP,168
1316,-23.552916506520862,-46.63970305438866,Sao Paulo,SP,169
1317,-23.555771764343227,-46.639553016612446,Sao Paulo,SP,170
1318,-23.555771764343227,-46.639553016612446,Sao Paulo,SP,171
1319,-23.551666072162263,-46.64123080586009,Sao Paulo,SP,172
1320,-23.55796144157196,-46.63947868679663,Sao Paulo,SP,173
1321,-23.56373026311385,-46.64228881932018,Sao Paulo,SP,174
1322,-23.563294082982303,-46.64348420621503,Sao Paulo,SP,175
1323,-23.56640335729583,-46.64158540455872,Sao Paulo,SP,176
1324,-23.556372066333893,-46.64329164931619,Sao Paulo,SP,177
1325,-23.557262898695825,-46.64448070760001,Sao Paulo,SP,178
1326,-23.55579026923128,-46.64553046964562,Sao Paulo,SP,179
1327,-23.565974071325552,-46.64484410309317,Sao Paulo,SP,180
1328,-23.555705605603343,-46.64727675,Sao Paulo,SP,181
1329,-23.562280655288813,-46.64770279141904,Sao Paulo,SP,182
1330,-23.558617456287138,-46.64971032514858,Sao Paulo,SP,183
1331,-23.562336279762278,-46.6503277425703,Sao Paulo,SP,184
1332,-23.559618054532898,-46.65244033804608,Sao Paulo,SP,185
1333,-23.566621736049424,-46.64674897189683,Sao Paulo,SP,186
1401,-23.57538559651848,-46.65718691736133,Sao Paulo,SP,187
1402,-23.57865694118888,-46.660826554315584,Sao Paulo,SP,188
1403,-23.569131583674803,-46.65370444517863,Sao Paulo,SP,189
1404,-23.56876704094289,-46.65597109096028,Sao Paulo,SP,190
1405,-23.565713039961945,-46.65577318166076,Sao Paulo,SP,191
1406,-23.576796016778324,-46.67132872287777,Sao Paulo,SP,192
1407,-23.577273911189312,-46.67300311656761,Sao Paulo,SP,193
1408,-23.56727846295225,-46.66120351442673,Sao Paulo,SP,194
1409,-23.559888510127543,-46.65612221732353,Sao Paulo,SP,195
1410,-23.562466386346568,-46.660461365110514,Sao Paulo,SP,196
1411,-23.5641124118818,-46.6645303395753,Sao Paulo,SP,197
1412,-23.56428136940969,-46.66669384347044,Sao Paulo,SP,198
1413,-23.561366521236057,-46.663572981678136,Sao Paulo,SP,199
1414,-23.55936593311784,-46.66318410115993,Sao Paulo,SP,200
1415,-23.555200641958606,-46.66050841271853,Sao Paulo,SP,201
1416,-23.559990663338887,-46.667473674851415,Sao Paulo,SP,202
1417,-23.56141411907777,-46.66621924231049,Sao Paulo,SP,203
1418,-23.56312173510022,-46.656566708353616,Sao Paulo,SP,204
1419,-23.56410597890817,-46.655402039413694,Sao Paulo,SP,205
1420,-23.56442600742329,-46.65680586903512,Sao Paulo,SP,206
1421,-23.563184516374296,-46.66042147807144,Sao Paulo,SP,207
1422,-23.563886468780627,-46.66113179724742,Sao Paulo,SP,208
1423,-23.56976284096028,-46.65677240798665,Sao Paulo,SP,209
1424,-23.568143647786982,-46.66117892867444,Sao Paulo,SP,210
1425,-23.572803394944913,-46.6592021873449,Sao Paulo,SP,211
1426,-23.566558462952248,-46.66567254870451,Sao Paulo,SP,212
1427,-23.573185889260767,-46.66156307369149,Sao Paulo,SP,213
1428,-23.57417026852388,-46.6621165551676,Sao Paulo,SP,214
1429,-23.57637083097695,-46.66351199901904,Sao Paulo,SP,215
1430,-23.57471529280402,-46.66616127309717,Sao Paulo,SP,216
1431,-23.57604471440934,-46.665092734116186,Sao Paulo,SP,217
1432,-23.57681026005544,-46.66595134970284,Sao Paulo,SP,218
1433,-23.577661519562607,-46.669148129897806,Sao Paulo,SP,219
1434,-23.57448840660167,-46.67268991895092,Sao Paulo,SP,220
1435,-23.57902260935425,-46.670462300652076,Sao Paulo,SP,221
1436,-23.57249501637429,-46.667432996393316,Sao Paulo,SP,222
1437,-23.572404732731197,-46.6720207076,Sao Paulo,SP,223
1438,-23.570470456561274,-46.67289208771418,Sao Paulo,SP,224
1439,-23.565875311962603,-46.673390660294785,Sao Paulo,SP,225
1440,-23.568476608177434,-46.67851754696878,Sao Paulo,SP,226
1441,-23.56496279788524,-46.67630075455378,Sao Paulo,SP,227
1442,-23.56370226740048,-46.67529085698279,Sao Paulo,SP,228
1443,-23.56750865000869,-46.68471805799536,Sao Paulo,SP,229
1444,-23.571536165416365,-46.68422691257428,Sao Paulo,SP,230
1445,-23.57272211157595,-46.68832731862769,Sao Paulo,SP,231
1446,-23.575398783931544,-46.675254416036736,Sao Paulo,SP,232
1447,-23.572516547319537,-46.678703958035754,Sao Paulo,SP,233
1448,-23.57867777491485,-46.67931236802472,Sao Paulo,SP,234
1449,-23.576433485977308,-46.680593930607685,Sao Paulo,SP,235
1450,-23.575921313347585,-46.68516203220032,Sao Paulo,SP,236
1451,-23.57472874493622,-46.68862629892086,Sao Paulo,SP,237
1452,-23.570810444514542,-46.69077501106554,Sao Paulo,SP,238
1453,-23.584555152922874,-46.68664013904443,Sao Paulo,SP,239
1454,-23.582599229528547,-46.68734709409082,Sao Paulo,SP,240
1455,-23.58040075604472,-46.69090843865776,Sao Paulo,SP,241
1456,-23.577164816954266,-46.69066778788448,Sao Paulo,SP,242
1457,-23.57469739716661,-46.69253938758733,Sao Paulo,SP,243
1472,-23.57054369248079,-46.69129667943905,Sao Paulo,SP,244
1489,-23.57664998889148,-46.68740004775216,Sao Paulo,SP,245
1501,-23.5520504521322,-46.63539411226844,Sao Paulo,SP,246
1502,-23.55467350531036,-46.63552025265517,Sao Paulo,SP,247
1503,-23.5588940671706,-46.63737421259167,Sao Paulo,SP,248
1504,-23.565252583126533,-46.63938215175425,Sao Paulo,SP,249
1505,-23.555358047319537,-46.63144751276761,Sao Paulo,SP,250
1506,-23.559883459893825,-46.63489364376194,Sao Paulo,SP,251
1507,-23.558188039269446,-46.63139014542106,Sao Paulo,SP,252
1508,-23.561483773241413,-46.636216077298165,Sao Paulo,SP,253
1509,-23.567494462952244,-46.63555394892956,Sao Paulo,SP,254
1510,-23.557591446015362,-46.63353748251487,Sao Paulo,SP,255
1511,-23.56072295337296,-46.63277989454088,Sao Paulo,SP,256
1512,-23.553907271163933,-46.62908140313922,Sao Paulo,SP,257
1513,-23.55733090647177,-46.63127845628715,Sao Paulo,SP,258
1514,-23.553061260892157,-46.627660240421854,Sao Paulo,SP,259
1516,-23.5591884476888,-46.61485962698363,Sao Paulo,SP,260
1517,-23.55938749679736,-46.62377125714126,Sao Paulo,SP,261
1518,-23.558930444630374,-46.62292373757862,Sao Paulo,SP,262
1519,-23.56155412254022,-46.62258413696694,Sao Paulo,SP,263
1520,-23.55889725284208,-46.62042915364401,Sao Paulo,SP,264
1521,-23.560756921172626,-46.62318386802472,Sao Paulo,SP,265
1522,-23.559013992121344,-46.6153654505723,Sao Paulo,SP,266
1523,-23.56366379462169,-46.6162648956374,Sao Paulo,SP,267
1524,-23.56722896808813,-46.61541736011886,Sao Paulo,SP,268
1525,-23.564759877604,-46.635579188729885,Sao Paulo,SP,269
1526,-23.56624136747645,-46.63071419608747,Sao Paulo,SP,270
1527,-23.562233885365615,-46.630128096714216,Sao Paulo,SP,271
1528,-23.564960921316853,-46.62822254232787,Sao Paulo,SP,272
1529,-23.5688472717122,-46.63517002345775,Sao Paulo,SP,273
1530,-23.568291953372956,-46.628777137111165,Sao Paulo,SP,274
1531,-23.57106818595992,-46.63253912197762,Sao Paulo,SP,275
1532,-23.57088934915458,-46.635522778521526,Sao Paulo,SP,276
1533,-23.571333701915854,-46.63872674688379,Sao Paulo,SP,277
1534,-23.567731265755775,-46.626243530931966,Sao Paulo,SP,278
1535,-23.572119688037397,-46.625417150989634,Sao Paulo,SP,279
1536,-23.56709014432454,-46.623143787119865,Sao Paulo,SP,280
1537,-23.576848899945936,-46.623665693534306,Sao Paulo,SP,281
1538,-23.573205,-46.62290025,Sao Paulo,SP,282
1539,-23.571578567026386,-46.62022212163139,Sao Paulo,SP,283
1540,-23.565619351376295,-46.62178155467713,Sao Paulo,SP,284
1541,-23.568722298084143,-46.61880092397124,Sao Paulo,SP,285
1542,-23.571196198164948,-46.62424844532288,Sao Paulo,SP,286
1543,-23.575635922557613,-46.62076735720466,Sao Paulo,SP,287
1544,-23.57694250916093,-46.62156165681802,Sao Paulo,SP,288
1545,-23.581373061053768,-46.617988397931214,Sao Paulo,SP,289
1546,-23.579554547319532,-46.62235967583239,Sao Paulo,SP,290
1547,-23.5827745037509,-46.6204825896474,Sao Paulo,SP,291
1548,-23.576901674158936,-46.613529575913184,Sao Paulo,SP,292
1549,-23.57610824978365,-46.61545502622772,Sao Paulo,SP,293
1550,-23.572462086588985,-46.61617543505108,Sao Paulo,SP,294
1551,-23.57174196006865,-46.61252696591281,Sao Paulo,SP,295
1552,-23.5677241043626,-46.61119233625707,Sao Paulo,SP,296
1553,-23.57430307573513,-46.60954950329674,Sao Paulo,SP,297
2009,-23.515799103830265,-46.64113909097136,Sao Paulo,SP,298
2010,-23.51380025727336,-46.6263210910324,Sao Paulo,SP,299
2011,-23.505272576069707,-46.62628243450282,Sao Paulo,SP,300
2012,-23.51395046250292,-46.62950760331549,Sao Paulo,SP,301
2013,-23.50218558090484,-46.63382294171621,Sao Paulo,SP,302
2016,-23.501139521928536,-46.62721984347043,Sao Paulo,SP,303
2017,-23.50029650346245,-46.63499361226843,Sao Paulo,SP,304
2018,-23.495272978361545,-46.62938073144748,Sao Paulo,SP,305
2019,-23.498262,-46.629210109008,Sao Paulo,SP,306
2020,-23.49599337262425,-46.6326762336835,Sao Paulo,SP,307
2021,-23.49847853427779,-46.63638298557326,Sao Paulo,SP,308
2022,-23.50416851075128,-46.63768728561726,Sao Paulo,SP,309
2028,-23.508732635581964,-46.61831878642738,Sao Paulo,SP,310
2029,-23.51120380502009,-46.62128454916095,Sao Paulo,SP,311
2030,-23.504398054538573,-46.624627022882166,Sao Paulo,SP,312
2031,-23.50938209158182,-46.62517233083236,Sao Paulo,SP,313
2032,-23.51077923487879,-46.623923552201184,Sao Paulo,SP,314
2033,-23.498986714471563,-46.611813325375664,Sao Paulo,SP,315
2034,-23.50457924562872,-46.62369396003804,Sao Paulo,SP,316
2035,-23.495784642247063,-46.62240994561134,Sao Paulo,SP,317
2036,-23.5020045545329,-46.6203512865544,Sao Paulo,SP,318
2037,-23.49987949624909,-46.620584715829395,Sao Paulo,SP,319
2038,-23.494539939494487,-46.62465712308848,Sao Paulo,SP,320
2039,-23.492943503462445,-46.62179762170351,Sao Paulo,SP,321
2040,-23.48929981320335,-46.622173221766936,Sao Paulo,SP,322
2041,-23.488782265335555,-46.62064292353855,Sao Paulo,SP,323
2042,-23.49503585123206,-46.61576348348149,Sao Paulo,SP,324
2043,-23.490150706853875,-46.617224474492815,Sao Paulo,SP,325
2044,-23.495140183738226,-46.61887747807146,Sao Paulo,SP,326
2045,-23.496702747706177,-46.61657003504716,Sao Paulo,SP,327
2046,-23.49157916985976,-46.61162269747246,Sao Paulo,SP,328
2047,-23.51652487318377,-46.62107903956914,Sao Paulo,SP,329
2049,-23.514166590335094,-46.61736559414439,Sao Paulo,SP,330
2050,-23.517823531089473,-46.61261277560734,Sao Paulo,SP,331
2051,-23.51216873910785,-46.60869755606212,Sao Paulo,SP,332
2052,-23.51152876519133,-46.607128170840696,Sao Paulo,SP,333
2053,-23.510427444341925,-46.60117949988444,Sao Paulo,SP,334
2054,-23.516647747850413,-46.607014882113596,Sao Paulo,SP,335
2055,-23.5139061268394,-46.60570247307978,Sao Paulo,SP,336
2056,-23.511271473772283,-46.60410411948181,Sao Paulo,SP,337
2060,-23.519256620327738,-46.603201803912526,Sao Paulo,SP,338
2064,-23.51707022952855,-46.5960457342604,Sao Paulo,SP,339
2065,-23.507877494445744,-46.60554417816963,Sao Paulo,SP,340
2066,-23.50926448483579,-46.60351726922744,Sao Paulo,SP,341
2067,-23.507087547737896,-46.60332727192852,Sao Paulo,SP,342
2068,-23.50373005023372,-46.61274296142303,Sao Paulo,SP,343
2069,-23.505171066333887,-46.613767588954914,Sao Paulo,SP,344
2071,-23.503095000000002,-46.60971701276762,Sao Paulo,SP,345
2072,-23.49993667110052,-46.60575947002136,Sao Paulo,SP,346
2073,-23.50188317998731,-46.60739055467712,Sao Paulo,SP,347
2074,-23.50489456036128,-46.60203512531019,Sao Paulo,SP,348
2075,-23.50318938022973,-46.60153910866176,Sao Paulo,SP,349
2076,-23.504887157784637,-46.59908875659298,Sao Paulo,SP,350
2077,-23.502350154195742,-46.59722169219233,Sao Paulo,SP,351
2078,-23.502460609498485,-46.59374588980903,Sao Paulo,SP,352
2079,-23.499407624617696,-46.60480393450282,Sao Paulo,SP,353
2080,-23.497612575350594,-46.60588084975389,Sao Paulo,SP,354
2081,-23.496102481822373,-46.604177104218365,Sao Paulo,SP,355
2082,-23.49470125757394,-46.60712741215593,Sao Paulo,SP,356
2083,-23.494848302109176,-46.597334103193404,Sao Paulo,SP,357
2084,-23.4976279812741,-46.59973701859599,Sao Paulo,SP,358
2085,-23.4974436813723,-46.61260908702167,Sao Paulo,SP,359
2088,-23.50424025971884,-46.620742066583865,Sao Paulo,SP,360
2089,-23.51709448459233,-46.616673100755904,Sao Paulo,SP,361
2110,-23.519571487645177,-46.59507353094523,Sao Paulo,SP,362
2111,-23.518808468228052,-46.59381716597972,Sao Paulo,SP,363
2112,-23.5204986615046,-46.59288975507511,Sao Paulo,SP,364
2113,-23.51528796497884,-46.58734465236856,Sao Paulo,SP,365
2114,-23.52228692176485,-46.59078810629585,Sao Paulo,SP,366
2115,-23.526499508561297,-46.59188593503609,Sao Paulo,SP,367
2116,-23.51906498112988,-46.58460977393391,Sao Paulo,SP,368
2117,-23.51807042203993,-46.59393030272233,Sao Paulo,SP,369
2118,-23.51499054491392,-46.59291223327074,Sao Paulo,SP,370
2119,-23.511942,-46.59299115736628,Sao Paulo,SP,371
2120,-23.510416629107844,-46.594217747359366,Sao Paulo,SP,372
2121,-23.51194034471118,-46.5895177492354,Sao Paulo,SP,373
2122,-23.51220054815625,-46.58326616985977,Sao Paulo,SP,374
2123,-23.51194017707312,-46.57958320038666,Sao Paulo,SP,375
2124,-23.50596583126541,-46.57852189203073,Sao Paulo,SP,376
2125,-23.510036681660747,-46.58756028518662,Sao Paulo,SP,377
2126,-23.506858079375625,-46.59173845989383,Sao Paulo,SP,378
2127,-23.50555187454558,-46.58591682722604,Sao Paulo,SP,379
2128,-23.50525432889948,-46.59432001442672,Sao Paulo,SP,380
2129,-23.504022545097836,-46.58866191049681,Sao Paulo,SP,381
2130,-23.508716406053416,-46.58354303274857,Sao Paulo,SP,382
2131,-23.504182313073454,-46.582139046226104,Sao Paulo,SP,383
2132,-23.50167328336896,-46.57726866028046,Sao Paulo,SP,384
2133,-23.499213066608014,-46.584843996047084,Sao Paulo,SP,385
2134,-23.49925304746376,-46.57848962170351,Sao Paulo,SP,386
2135,-23.498717138476565,-46.58801134915458,Sao Paulo,SP,387
2136,-23.4982544454671,-46.58310665875125,Sao Paulo,SP,388
2137,-23.49789338663504,-46.57642462920533,Sao Paulo,SP,389
2138,-23.494659558976306,-46.57459055245542,Sao Paulo,SP,390
2139,-23.490544054677123,-46.573733800781994,Sao Paulo,SP,391
2141,-23.489264422861147,-46.57108695974959,Sao Paulo,SP,392
2142,-23.5100047784509,-46.577215288649086,Sao Paulo,SP,393
2143,-23.507720287812354,-46.57521706910386,Sao Paulo,SP,394
2144,-23.50308536081135,-46.57083605675562,Sao Paulo,SP,395
2145,-23.502788226096424,-46.5667425,Sao Paulo,SP,396
2146,-23.50095702331352,-46.57088226395057,Sao Paulo,SP,397
2147,-23.498361926574916,-46.565166700263546,Sao Paulo,SP,398
2150,-23.49379917346644,-46.56839711157596,Sao Paulo,SP,399
2151,-23.497003875382305,-46.569974233279446,Sao Paulo,SP,400
2152,-23.498102163338892,-46.572439418748914,Sao Paulo,SP,401
2161,-23.49071285429047,-46.56935969248078,Sao Paulo,SP,402
2162,-23.4904124074384,-46.562503456719824,Sao Paulo,SP,403
2166,-23.525060091869104,-46.584156027756926,Sao Paulo,SP,404
2167,-23.522903946448046,-46.58180409758191,Sao Paulo,SP,405
2168,-23.52013794544512,-46.57970414962962,Sao Paulo,SP,406
2169,-23.521000500000003,-46.577964184198095,Sao Paulo,SP,407
2170,-23.525360022247746,-46.57602190552532,Sao Paulo,SP,408
2174,-23.523062564007805,-46.57211541813305,Sao Paulo,SP,409
2175,-23.51595756228953,-46.574496695083866,Sao Paulo,SP,410
